1709036213.353648000	192.168.65.254	172.17.0.2			2020	56052	6	1500	20	32		1516	0.000004000	0.029057000	154946	1304	4096		
1709036213.354048000	192.168.65.254	172.17.0.2			2020	56052	6	1500	20	32		1516	0.000400000	0.029457000	156394	1304	4096		
1709036213.354058000	192.168.65.254	172.17.0.2			2020	56052	6	1500	20	32		1516	0.000010000	0.029467000	157842	1304	4096		
1709036213.354064000	192.168.65.254	172.17.0.2			2020	56052	6	1500	20	32		1516	0.000006000	0.029473000	159290	1304	4096		
1709036213.354068000	192.168.65.254	172.17.0.2			2020	56052	6	1500	20	32		1516	0.000004000	0.029477000	160738	1304	4096		
1709036213.354074000	192.168.65.254	172.17.0.2			2020	56052	6	1500	20	32		1516	0.000006000	0.029483000	162186	1304	4096		
1709036213.354080000	192.168.65.254	172.17.0.2			2020	56052	6	1500	20	32		1516	0.000006000	0.029489000	163634	1304	4096		
1709036213.354085000	192.168.65.254	172.17.0.2			2020	56052	6	964	20	32		980	0.000005000	0.029494000	165082	1304	4096		
1709036213.354090000	192.168.65.254	172.17.0.2			2020	56052	6	1500	20	32		1516	0.000005000	0.029499000	165994	1304	4096		
1709036213.354095000	192.168.65.254	172.17.0.2			2020	56052	6	1500	20	32		1516	0.000005000	0.029504000	167442	1304	4096		
1709036213.354100000	192.168.65.254	172.17.0.2			2020	56052	6	1500	20	32		1516	0.000005000	0.029509000	168890	1304	4096		
1709036213.354105000	192.168.65.254	172.17.0.2			2020	56052	6	1500	20	32		1516	0.000005000	0.029514000	170338	1304	4096		
1709036213.354111000	192.168.65.254	172.17.0.2			2020	56052	6	1500	20	32		1516	0.000006000	0.029520000	171786	1304	4096		
1709036213.354117000	192.168.65.254	172.17.0.2			2020	56052	6	1500	20	32		1516	0.000006000	0.029526000	173234	1304	4096		
1709036213.354122000	192.168.65.254	172.17.0.2			2020	56052	6	1500	20	32		1516	0.000005000	0.029531000	174682	1304	4096		
1709036213.354126000	192.168.65.254	172.17.0.2			2020	56052	6	1500	20	32		1516	0.000004000	0.029535000	176130	1304	4096		
1709036213.354132000	192.168.65.254	172.17.0.2			2020	56052	6	1500	20	32		1516	0.000006000	0.029541000	177578	1304	4096		
1709036213.354143000	192.168.65.254	172.17.0.2			2020	56052	6	1500	20	32		1516	0.000011000	0.029552000	179026	1304	4096		
1709036213.354150000	192.168.65.254	172.17.0.2			2020	56052	6	1500	20	32		1516	0.000007000	0.029559000	180474	1304	4096		
1709036213.354154000	192.168.65.254	172.17.0.2			2020	56052	6	1500	20	32		1516	0.000004000	0.029563000	181922	1304	4096		
1709036213.354160000	192.168.65.254	172.17.0.2			2020	56052	6	1500	20	32		1516	0.000006000	0.029569000	183370	1304	4096		
1709036213.354165000	192.168.65.254	172.17.0.2			2020	56052	6	1500	20	32		1516	0.000005000	0.029574000	184818	1304	4096		
1709036213.354170000	192.168.65.254	172.17.0.2			2020	56052	6	1500	20	32		1516	0.000005000	0.029579000	186266	1304	4096		
1709036213.354176000	192.168.65.254	172.17.0.2			2020	56052	6	1500	20	32		1516	0.000006000	0.029585000	187714	1304	4096		
1709036213.354181000	192.168.65.254	172.17.0.2			2020	56052	6	1500	20	32		1516	0.000005000	0.029590000	189162	1304	4096		
1709036213.354340000	192.168.65.254	172.17.0.2			2020	56052	6	1500	20	32		1516	0.000159000	0.029749000	190610	1304	4096		
1709036213.354348000	192.168.65.254	172.17.0.2			2020	56052	6	1500	20	32		1516	0.000008000	0.029757000	192058	1304	4096		
1709036213.354352000	192.168.65.254	172.17.0.2			2020	56052	6	1500	20	32		1516	0.000004000	0.029761000	193506	1304	4096		
1709036213.354357000	192.168.65.254	172.17.0.2			2020	56052	6	1500	20	32		1516	0.000005000	0.029766000	194954	1304	4096		
1709036213.355443000	192.168.65.254	172.17.0.2			2020	56052	6	1500	20	32		1516	0.001086000	0.030852000	196402	1304	4096		
1709036213.355457000	192.168.65.254	172.17.0.2			2020	56052	6	964	20	32		980	0.000014000	0.030866000	197850	1304	4096		
1709036213.355463000	192.168.65.254	172.17.0.2			2020	56052	6	1500	20	32		1516	0.000006000	0.030872000	198762	1304	4096		
1709036213.355468000	192.168.65.254	172.17.0.2			2020	56052	6	1500	20	32		1516	0.000005000	0.030877000	200210	1304	4096		
1709036213.356022000	192.168.65.254	172.17.0.2			2020	56052	6	1500	20	32		1516	0.000554000	0.031431000	201658	1304	4096		
1709036213.356034000	192.168.65.254	172.17.0.2			2020	56052	6	1500	20	32		1516	0.000012000	0.031443000	203106	1304	4096		
1709036213.356043000	192.168.65.254	172.17.0.2			2020	56052	6	1500	20	32		1516	0.000009000	0.031452000	204554	1304	4096		
1709036213.356054000	192.168.65.254	172.17.0.2			2020	56052	6	1500	20	32		1516	0.000011000	0.031463000	206002	1304	4096		
1709036213.357084000	192.168.65.254	172.17.0.2			2020	56052	6	1500	20	32		1516	0.001030000	0.032493000	207450	1304	4096		
1709036213.357097000	192.168.65.254	172.17.0.2			2020	56052	6	1500	20	32		1516	0.000013000	0.032506000	208898	1304	4096		
1709036213.357103000	192.168.65.254	172.17.0.2			2020	56052	6	1500	20	32		1516	0.000006000	0.032512000	210346	1304	4096		
1709036213.357108000	192.168.65.254	172.17.0.2			2020	56052	6	1500	20	32		1516	0.000005000	0.032517000	211794	1304	4096		
1709036213.357541000	192.168.65.254	172.17.0.2			2020	56052	6	1500	20	32		1516	0.000433000	0.032950000	213242	1304	4096		
1709036213.357552000	192.168.65.254	172.17.0.2			2020	56052	6	1500	20	32		1516	0.000011000	0.032961000	214690	1304	4096		
1709036213.357583000	192.168.65.254	172.17.0.2			2020	56052	6	1500	20	32		1516	0.000031000	0.032992000	216138	1304	4096		
1709036213.357595000	192.168.65.254	172.17.0.2			2020	56052	6	1500	20	32		1516	0.000012000	0.033004000	217586	1304	4096		
1709036213.357619000	192.168.65.254	172.17.0.2			2020	56052	6	1500	20	32		1516	0.000024000	0.033028000	219034	1304	4096		
1709036213.357799000	192.168.65.254	172.17.0.2			2020	56052	6	1500	20	32		1516	0.000180000	0.033208000	220482	1304	4096		
1709036213.358263000	172.17.0.2	192.168.65.254			56052	2020	6	52	20	32		68	0.000464000	0.033672000	1304	221930	402		
1709036213.361952000	192.168.65.254	172.17.0.2			2020	56052	6	1500	20	32		1516	0.003689000	0.037361000	221930	1304	4096		
1709036213.361975000	192.168.65.254	172.17.0.2			2020	56052	6	1500	20	32		1516	0.000023000	0.037384000	223378	1304	4096		
1709036213.361982000	172.17.0.2	192.168.65.254			56052	2020	6	52	20	32		68	0.000007000	0.037391000	1304	224826	522		
1709036213.362046000	192.168.65.254	172.17.0.2			2020	56052	6	1500	20	32		1516	0.000064000	0.037455000	224826	1304	4096		
1709036213.362056000	192.168.65.254	172.17.0.2			2020	56052	6	1500	20	32		1516	0.000010000	0.037465000	226274	1304	4096		
1709036213.362061000	192.168.65.254	172.17.0.2			2020	56052	6	1500	20	32		1516	0.000005000	0.037470000	227722	1304	4096		
1709036213.362093000	192.168.65.254	172.17.0.2			2020	56052	6	1500	20	32		1516	0.000032000	0.037502000	229170	1304	4096		
1709036213.362108000	192.168.65.254	172.17.0.2			2020	56052	6	964	20	32		980	0.000015000	0.037517000	230618	1304	4096		
1709036213.362115000	192.168.65.254	172.17.0.2			2020	56052	6	1500	20	32		1516	0.000007000	0.037524000	231530	1304	4096		
1709036213.362121000	192.168.65.254	172.17.0.2			2020	56052	6	1500	20	32		1516	0.000006000	0.037530000	232978	1304	4096		
1709036213.362130000	192.168.65.254	172.17.0.2			2020	56052	6	1500	20	32		1516	0.000009000	0.037539000	234426	1304	4096		
1709036213.362139000	192.168.65.254	172.17.0.2			2020	56052	6	1500	20	32		1516	0.000009000	0.037548000	235874	1304	4096		
1709036213.362144000	192.168.65.254	172.17.0.2			2020	56052	6	1500	20	32		1516	0.000005000	0.037553000	237322	1304	4096		
1709036213.362150000	192.168.65.254	172.17.0.2			2020	56052	6	1500	20	32		1516	0.000006000	0.037559000	238770	1304	4096		
1709036213.362160000	192.168.65.254	172.17.0.2			2020	56052	6	1500	20	32		1516	0.000010000	0.037569000	240218	1304	4096		
1709036213.362168000	192.168.65.254	172.17.0.2			2020	56052	6	1500	20	32		1516	0.000008000	0.037577000	241666	1304	4096		
1709036213.362172000	192.168.65.254	172.17.0.2			2020	56052	6	1500	20	32		1516	0.000004000	0.037581000	243114	1304	4096		
1709036213.362176000	192.168.65.254	172.17.0.2			2020	56052	6	1500	20	32		1516	0.000004000	0.037585000	244562	1304	4096		
1709036213.362181000	192.168.65.254	172.17.0.2			2020	56052	6	1500	20	32		1516	0.000005000	0.037590000	246010	1304	4096		
1709036213.362186000	192.168.65.254	172.17.0.2			2020	56052	6	1500	20	32		1516	0.000005000	0.037595000	247458	1304	4096		
1709036213.362191000	192.168.65.254	172.17.0.2			2020	56052	6	1500	20	32		1516	0.000005000	0.037600000	248906	1304	4096		
1709036213.362195000	192.168.65.254	172.17.0.2			2020	56052	6	1500	20	32		1516	0.000004000	0.037604000	250354	1304	4096		
1709036213.362201000	192.168.65.254	172.17.0.2			2020	56052	6	1500	20	32		1516	0.000006000	0.037610000	251802	1304	4096		
1709036213.362206000	192.168.65.254	172.17.0.2			2020	56052	6	1500	20	32		1516	0.000005000	0.037615000	253250	1304	4096		
1709036213.362215000	192.168.65.254	172.17.0.2			2020	56052	6	1500	20	32		1516	0.000009000	0.037624000	254698	1304	4096		
1709036213.362229000	192.168.65.254	172.17.0.2			2020	56052	6	1500	20	32		1516	0.000014000	0.037638000	256146	1304	4096		
1709036213.362236000	192.168.65.254	172.17.0.2			2020	56052	6	1500	20	32		1516	0.000007000	0.037645000	257594	1304	4096		
1709036213.362241000	192.168.65.254	172.17.0.2			2020	56052	6	1500	20	32		1516	0.000005000	0.037650000	259042	1304	4096		
